lat,lon,data_id,event_date,year,event_type,sub_event_type,actor1,actor2,region,country,admin1,lat,lon,fatalities
4.615,-74.1919,8385246,29-Apr-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,"Bogota, D.C.",4.615,-74.1919,0
6.0458,-75.9074,7928191,29-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,6.0458,-75.9074,2
10.9799,-74.8013,7928451,29-Apr-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Military Forces of Colombia (2018-),South America,Colombia,Atlantico,10.9799,-74.8013,0
3.4376,-76.519,8546786,29-Apr-21,2021,Violence against civilians,Sexual violence,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.4376,-76.519,0
8.2125,-72.5506,8047101,28-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.2125,-72.5506,1
5.6133,-75.4589,8068103,28-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Caldas,5.6133,-75.4589,2
5.6193,-75.3461,7928135,28-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,5.6193,-75.3461,1
9.741,-75.5202,7928138,28-Apr-21,2021,Battles,Armed clash,Gulf Clan,Police Forces of Colombia (2018-),South America,Colombia,Sucre,9.741,-75.5202,2
7.5801,-75.4014,7928267,28-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,7.5801,-75.4014,2
7.8939,-72.5078,7928445,28-Apr-21,2021,Battles,Armed clash,ELN,Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,7.8939,-72.5078,0
8.6395,-72.7359,7928645,28-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.6395,-72.7359,1
1.3369,-75.6571,7990883,28-Apr-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-) ESMAD,Civilians (Colombia),South America,Colombia,Caqueta,1.3369,-75.6571,1
3.0161,-76.4854,7928392,27-Apr-21,2021,Battles,Armed clash,FARC Dissident - Dagoberto Ramos,Military Forces of Colombia (2018-),South America,Colombia,Cauca,3.0161,-76.4854,0
2.9515,-76.2711,7928409,27-Apr-21,2021,Battles,Armed clash,FARC Dissident - Dagoberto Ramos,Military Forces of Colombia (2018-),South America,Colombia,Cauca,2.9515,-76.2711,0
3.065,-76.3535,7928426,27-Apr-21,2021,Battles,Armed clash,FARC Dissident - Dagoberto Ramos,Military Forces of Colombia (2018-),South America,Colombia,Cauca,3.065,-76.3535,1
3.1738,-76.2613,7928433,27-Apr-21,2021,Battles,Armed clash,FARC Dissident - Dagoberto Ramos,Military Forces of Colombia (2018-),South America,Colombia,Cauca,3.1738,-76.2613,1
3.2531,-76.2289,7928436,27-Apr-21,2021,Battles,Armed clash,FARC Dissident - Dagoberto Ramos,Military Forces of Colombia (2018-),South America,Colombia,Cauca,3.2531,-76.2289,0
10.9799,-74.8013,7928450,27-Apr-21,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Atlantico,10.9799,-74.8013,0
4.7588,-75.9423,7928691,27-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.7588,-75.9423,1
9.3023,-75.3955,7928453,26-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Sucre,9.3023,-75.3955,1
8.5768,-73.0948,7928644,26-Apr-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,FARC Dissident - 33rd Front,Military Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.5768,-73.0948,0
5.6557,-75.919,7928130,25-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,5.6557,-75.919,5
3.6362,-74.7681,7928131,25-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Tolima,3.6362,-74.7681,1
10.7911,-74.7585,7928397,25-Apr-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Atlantico,10.7911,-74.7585,0
9.1597,-75.0494,7928454,25-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Sucre,9.1597,-75.0494,1
2.3161,-78.3118,7928457,25-Apr-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Narino,2.3161,-78.3118,0
10.2566,-75.3445,7928458,25-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,10.2566,-75.3445,1
8.2475,-73.3558,7928641,24-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.2475,-73.3558,2
8.1704,-76.0597,7914189,23-Apr-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Cordoba,8.1704,-76.0597,2
0.505,-76.4973,7928197,23-Apr-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-) DIRAN,Civilians (Colombia),South America,Colombia,Putumayo,0.505,-76.4973,0
6.8209,-71.3237,7928243,23-Apr-21,2021,Battles,Armed clash,ELN,Military Forces of Colombia (2018-),South America,Colombia,Arauca,6.8209,-71.3237,1
7.8333,-72.5057,7928640,23-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8333,-72.5057,1
1.3351,-74.8472,7914010,22-Apr-21,2021,Violence against civilians,Attack,FARC Dissident - 62nd Front,Civilians (Colombia),South America,Colombia,Caqueta,1.3351,-74.8472,3
1.9089,-75.1575,7914011,22-Apr-21,2021,Battles,Armed clash,FARC Dissident,Police Forces of Colombia (2018-),South America,Colombia,Caqueta,1.9089,-75.1575,2
6.2496,-75.5774,8166728,21-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,6.2496,-75.5774,1
8.6395,-72.7359,7914008,21-Apr-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.6395,-72.7359,0
5.6922,-76.658,7914005,20-Apr-21,2021,Violence against civilians,Attack,Gulf Clan,Civilians (Colombia),South America,Colombia,Choco,5.6922,-76.658,1
10.4605,-73.2594,7914168,20-Apr-21,2021,Violence against civilians,Abduction/forced disappearance,ELN,Civilians (Colombia),South America,Colombia,Cesar,10.4605,-73.2594,0
8.556,-74.2631,7914191,20-Apr-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Bolivar,8.556,-74.2631,1
6.7971,-71.7686,8166726,20-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Arauca,6.7971,-71.7686,1
5.6922,-76.658,8166727,20-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Choco,5.6922,-76.658,1
2.8008,-76.55,8533736,20-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.8008,-76.55,1
3.4376,-76.519,8546773,20-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.4376,-76.519,0
8.1704,-76.0597,8166722,19-Apr-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Cordoba,8.1704,-76.0597,0
9.4025,-75.6813,7914000,19-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Sucre,9.4025,-75.6813,0
2.1782,-73.7871,7914001,19-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Meta,2.1782,-73.7871,1
11.2294,-74.1909,7914002,19-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Magdalena,11.2294,-74.1909,1
1.8071,-78.7639,7914003,19-Apr-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Narino,1.8071,-78.7639,1
5.1539,-76.6852,7914188,19-Apr-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Choco,5.1539,-76.6852,1
6.9539,-71.8723,8533737,18-Apr-21,2021,Violence against civilians,Abduction/forced disappearance,FARC Dissident - 10th Front,Civilians (Colombia),South America,Colombia,Arauca,6.9539,-71.8723,0
5.3719,-76.6086,8266816,18-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Choco,5.3719,-76.6086,1
2.4638,-77.2356,7913998,17-Apr-21,2021,Battles,Armed clash,FARC Dissident - Carlos Patino Front,Military Forces of Colombia (2018-),South America,Colombia,Cauca,2.4638,-77.2356,4
2.8964,-72.1356,7914074,17-Apr-21,2021,Violence against civilians,Sexual violence,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Meta,2.8964,-72.1356,0
8.6395,-72.7359,7914356,17-Apr-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.6395,-72.7359,1
3.2531,-76.2289,8266815,16-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,3.2531,-76.2289,1
8.6395,-72.7359,8430527,15-Apr-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.6395,-72.7359,1
2.1658,-74.2745,7877091,15-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Meta,2.1658,-74.2745,1
10.5141,-74.1913,7877218,15-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Magdalena,10.5141,-74.1913,1
2.1782,-73.7871,7877243,15-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Meta,2.1782,-73.7871,1
2.7856,-76.5186,7877242,14-Apr-21,2021,Explosions/Remote violence,Grenade,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Cauca,2.7856,-76.5186,0
2.5224,-75.3154,8068097,13-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Huila,2.5224,-75.3154,1
7.9774,-75.1983,7877090,13-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,7.9774,-75.1983,1
10.9799,-74.8013,7877215,13-Apr-21,2021,Violence against civilians,Abduction/forced disappearance,Los Rastrojos Gang,Civilians (Colombia),South America,Colombia,Atlantico,10.9799,-74.8013,0
10.9799,-74.8013,7877216,13-Apr-21,2021,Battles,Armed clash,Los Rastrojos Gang,Military Forces of Colombia (2018-),South America,Colombia,Atlantico,10.9799,-74.8013,0
10.4605,-73.2594,7877217,13-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cesar,10.4605,-73.2594,1
8.6039,-73.2293,7877086,12-Apr-21,2021,Violence against civilians,Abduction/forced disappearance,ELN,Civilians (Colombia),South America,Colombia,Norte de Santander,8.6039,-73.2293,0
7.1906,-75.4342,7877087,12-Apr-21,2021,Violence against civilians,Attack,ELN,Civilians (Colombia),South America,Colombia,Antioquia,7.1906,-75.4342,0
10.8291,-75.0347,7877088,12-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (International),South America,Colombia,Atlantico,10.8291,-75.0347,1
9.2018,-73.541,7877220,12-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cesar,9.2018,-73.541,2
4.3145,-72.0831,7877244,12-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Meta,4.3145,-72.0831,1
8.3609,-72.4103,7877391,12-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Venezuela),South America,Colombia,Norte de Santander,8.3609,-72.4103,1
1.3099,-77.6069,7877085,11-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Venezuela),South America,Colombia,Narino,1.3099,-77.6069,2
11.0067,-74.2413,7877161,11-Apr-21,2021,Explosions/Remote violence,Grenade,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Magdalena,11.0067,-74.2413,0
8.1704,-76.0597,7877219,11-Apr-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Cordoba,8.1704,-76.0597,0
2.8782,-76.5624,7877241,11-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.8782,-76.5624,2
8.6395,-72.7359,7877392,11-Apr-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.6395,-72.7359,0
5.712,-77.2629,7913996,11-Apr-21,2021,Violence against civilians,Attack,Gulf Clan,Civilians (Colombia),South America,Colombia,Choco,5.712,-77.2629,2
1.3354,-77.5945,7877084,10-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Narino,1.3354,-77.5945,2
10.3917,-75.4824,7877248,10-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Bolivar,10.3917,-75.4824,1
8.4666,-74.535,7877251,09-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Sucre,8.4666,-74.535,1
7.8939,-72.5078,7877387,09-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,7.8939,-72.5078,1
8.9983,-72.8997,7877388,09-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.9983,-72.8997,2
8.3609,-72.4103,7877394,09-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.3609,-72.4103,1
8.9288,-75.0256,7805635,08-Apr-21,2021,Violence against civilians,Attack,Private Security Forces (Colombia),Civilians (Colombia),South America,Colombia,Sucre,8.9288,-75.0256,0
2.9261,-76.4637,7805637,08-Apr-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Unidentified Armed Group (Colombia),South America,Colombia,Cauca,2.9261,-76.4637,0
8.4905,-72.6397,7877386,08-Apr-21,2021,Battles,Armed clash,ELN,Police Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.4905,-72.6397,0
8.5768,-73.0948,7877393,08-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.5768,-73.0948,1
2.8916,-76.5529,7805513,07-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.8916,-76.5529,4
7.0747,-75.1483,7805507,06-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,7.0747,-75.1483,1
7.0003,-76.263,7805509,06-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,7.0003,-76.263,1
2.6489,-75.6363,7805510,06-Apr-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),FARC Dissident - Dagoberto Ramos,South America,Colombia,Huila,2.6489,-75.6363,1
10.4605,-73.2594,7805512,06-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cesar,10.4605,-73.2594,0
8.4167,-73.3401,7805585,06-Apr-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.4167,-73.3401,0
11.1427,-74.1169,7805611,06-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Magdalena,11.1427,-74.1169,0
3.0341,-76.4085,7805636,06-Apr-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Cauca,3.0341,-76.4085,0
8.3148,-72.4863,7810542,06-Apr-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Norte de Santander,8.3148,-72.4863,1
7.8194,-72.4543,7877083,06-Apr-21,2021,Battles,Armed clash,ELN,El Tren de Aragua Gang,South America,Colombia,Norte de Santander,7.8194,-72.4543,1
2.3247,-73.3459,8606959,06-Apr-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),FARC Dissident - Gentil Duarte Front,South America,Colombia,Guaviare,2.3247,-73.3459,1
1.4828,-78.6511,7805586,05-Apr-21,2021,Violence against civilians,Attack,FARC Dissident - Ivan Rios,Civilians (Colombia),South America,Colombia,Narino,1.4828,-78.6511,1
11.2294,tbc,7805612,05-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Magdalena,11.2294,tbc,0
3.5905,-75.3831,7805621,05-Apr-21,2021,Violence against civilians,Attack,FARC Dissident - Ismael Ruiz Front,Civilians (Colombia),South America,Colombia,Tolima,3.5905,-75.3831,1
8.6357,-72.6938,7810428,05-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.6357,-72.6938,1
8.4905,-72.6397,7810532,05-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.4905,-72.6397,2
8.9983,-72.8997,7810665,05-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.9983,-72.8997,1
3.065,-76.3535,7805505,03-Apr-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-) UNP,South America,Colombia,Cauca,3.065,-76.3535,1
2.3894,-75.8926,7805506,03-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Huila,2.3894,-75.8926,3
1.8071,-78.7639,7805631,03-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Narino,1.8071,-78.7639,1
8.6395,-72.7359,7810656,03-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.6395,-72.7359,2
3.4376,-76.519,8549625,02-Apr-21,2021,Violence against civilians,Attack,Police Forces of Colombia (2018-),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.4376,-76.519,0
3.7279,-75.6403,7805503,01-Apr-21,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Tolima,3.7279,-75.6403,0
1.2129,-77.9954,7805591,01-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Narino,1.2129,-77.9954,0
2.1198,-74.7673,8606679,01-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Caqueta,2.1198,-74.7673,1
11.7146,-72.2648,7791351,31-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,La Guajira,11.7146,-72.2648,1
8.6395,-72.7359,7810657,31-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.6395,-72.7359,1
1.8071,-78.7639,8068102,31-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Narino,1.8071,-78.7639,2
1.6179,-75.6086,7791348,30-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Caqueta,1.6179,-75.6086,1
2.4776,-78.1098,7791344,29-Mar-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Narino,2.4776,-78.1098,2
3.3239,-76.2345,7791345,29-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.3239,-76.2345,1
7.1653,-75.4392,7791347,29-Mar-21,2021,Violence against civilians,Attack,ELN,Civilians (Colombia),South America,Colombia,Antioquia,7.1653,-75.4392,0
7.9382,-72.6047,7791683,29-Mar-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),EPL,South America,Colombia,Norte de Santander,7.9382,-72.6047,2
1.4169,-78.4329,7791338,28-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Narino,1.4169,-78.4329,2
8.1704,-76.0597,7791339,28-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cordoba,8.1704,-76.0597,1
2.9515,-76.2711,7791340,28-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.9515,-76.2711,1
3.1859,-76.6734,7791342,28-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,3.1859,-76.6734,3
2.3476,-78.3256,7791471,28-Mar-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Narino,2.3476,-78.3256,0
1.8555,-78.3711,7791473,28-Mar-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Narino,1.8555,-78.3711,0
1.7653,-78.1811,7791475,28-Mar-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Unidentified Armed Group (Colombia),South America,Colombia,Narino,1.7653,-78.1811,0
4.7588,-75.9423,7791335,27-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.7588,-75.9423,4
6.7441,-76.3675,7791336,27-Mar-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Antioquia,6.7441,-76.3675,0
8.3609,-72.4103,7810409,27-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.3609,-72.4103,1
3.1738,-76.2613,7767156,26-Mar-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,FARC Dissident - Dagoberto Ramos,Civilians (Colombia),South America,Colombia,Cauca,3.1738,-76.2613,0
2.7981,-76.4844,7767351,26-Mar-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Military Forces of Colombia (2018-),South America,Colombia,Cauca,2.7981,-76.4844,0
3.0341,-76.4085,7767352,26-Mar-21,2021,Battles,Armed clash,FARC Dissident - Dagoberto Ramos,Military Forces of Colombia (2018-),South America,Colombia,Cauca,3.0341,-76.4085,0
2.4638,-77.2356,7791325,26-Mar-21,2021,Battles,Armed clash,FARC Dissident - Carlos Patino Front,Military Forces of Colombia (2018-),South America,Colombia,Cauca,2.4638,-77.2356,3
3.065,-76.3535,7791326,26-Mar-21,2021,Battles,Armed clash,FARC Dissident - Dagoberto Ramos,Police Forces of Colombia (2018-),South America,Colombia,Cauca,3.065,-76.3535,1
2.3161,-78.3118,7791331,26-Mar-21,2021,Battles,Armed clash,FARC Dissident - Alfonso Cano Front,FARC Dissident - Franco Benavides Mobile Column,South America,Colombia,Narino,2.3161,-78.3118,5
8.5876,-73.8399,7791332,26-Mar-21,2021,Battles,Armed clash,ELN,Gulf Clan,South America,Colombia,Bolivar,8.5876,-73.8399,0
10.4605,-73.2594,7791333,26-Mar-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Military Forces of Colombia (2018-),South America,Colombia,Cesar,10.4605,-73.2594,0
3.3839,-74.0437,7767349,25-Mar-21,2021,Violence against civilians,Abduction/forced disappearance,FARC Dissident,Civilians (Colombia),South America,Colombia,Meta,3.3839,-74.0437,0
1.3312,-75.9736,7791330,24-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Caqueta,1.3312,-75.9736,5
4.1706,-76.1664,7767337,23-Mar-21,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Valle del Cauca,4.1706,-76.1664,0
0.505,-76.4973,7791329,23-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Putumayo,0.505,-76.4973,1
8.5106,-73.4467,7767151,22-Mar-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Military Forces of Colombia (2018-),South America,Colombia,Norte de Santander,8.5106,-73.4467,1
2.5492,-76.0635,7767152,22-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Cauca,2.5492,-76.0635,1
11.3783,-72.2419,7791432,21-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Colombia),Civilians (Venezuela),South America,Colombia,La Guajira,11.3783,-72.2419,1
7.9738,-75.4168,7877082,21-Mar-21,2021,Violence against civilians,Attack,Gulf Clan,Civilians (Colombia),South America,Colombia,Cordoba,7.9738,-75.4168,1
3.0161,-76.4854,7767346,20-Mar-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Cauca,3.0161,-76.4854,0
8.6395,-72.7359,7767355,20-Mar-21,2021,Explosions/Remote violence,Remote explosive/landmine/IED,ELN,Civilians (Colombia),South America,Colombia,Norte de Santander,8.6395,-72.7359,0
8.1928,-72.4953,7810531,20-Mar-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Norte de Santander,8.1928,-72.4953,0
8.2475,-73.3558,8047095,19-Mar-21,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Colombia),Civilians (Colombia),South America,Colombia,Norte de Santander,8.2475,-73.3558,0
8.9288,-75.0256,7755990,18-Mar-21,2021,Battles,Armed clash,Military Forces of Colombia (2018-),Gulf Clan,South America,Colombia,Sucre,8.9288,-75.0256,1
2.9515,-76.2711,7756333,18-Mar-21,2021,Battles,Armed clash,Unidentified Armed Group (Colombia),Police Forces of Colombia (2018-),South America,Colombia,Cauca,2.9515,-76.2711,0
